# x, y, theta, v_l, v_r
39.31, 6.70, -0.599, 0.00, 7.82
39.34, 6.68, -0.521, 0.00, 7.82
39.38, 6.66, -0.443, 0.00, 7.82
39.41, 6.65, -0.364, 0.00, 7.82
39.45, 6.64, -0.286, 0.00, 7.82
39.49, 6.64, -0.208, 0.00, 7.82
39.49, 6.64, -0.208, 0.00, 0.00
39.61, 6.66, 0.042, 0.00, 25.02
39.74, 6.71, 0.292, 0.00, 25.02
39.97, 6.78, 0.292, 25.02, 25.02
40.21, 6.85, 0.292, 25.02, 25.02
40.45, 6.92, 0.292, 25.02, 25.02
40.69, 7.00, 0.292, 25.02, 25.02
40.93, 7.07, 0.292, 25.02, 25.02
41.17, 7.14, 0.292, 25.02, 25.02
41.41, 7.21, 0.292, 25.02, 25.02
41.65, 7.28, 0.292, 25.02, 25.02
41.89, 7.36, 0.292, 25.02, 25.02
42.13, 7.43, 0.292, 25.02, 25.02
42.37, 7.50, 0.292, 25.02, 25.02
42.61, 7.57, 0.292, 25.02, 25.02
42.85, 7.65, 0.292, 25.02, 25.02
43.09, 7.72, 0.292, 25.02, 25.02
43.33, 7.79, 0.292, 25.02, 25.02
43.57, 7.86, 0.292, 25.02, 25.02
43.81, 7.93, 0.292, 25.02, 25.02
44.05, 8.01, 0.292, 25.02, 25.02
44.29, 8.08, 0.292, 25.02, 25.02
44.53, 8.15, 0.292, 25.02, 25.02
44.77, 8.22, 0.292, 25.02, 25.02
45.01, 8.29, 0.292, 25.02, 25.02
45.25, 8.37, 0.292, 25.02, 25.02
45.49, 8.44, 0.292, 25.02, 25.02
45.73, 8.51, 0.292, 25.02, 25.02
45.97, 8.58, 0.292, 25.02, 25.02
46.20, 8.66, 0.292, 25.02, 25.02
46.44, 8.73, 0.292, 25.02, 25.02
46.68, 8.80, 0.292, 25.02, 25.02
46.92, 8.87, 0.292, 25.02, 25.02
47.16, 8.94, 0.292, 25.02, 25.02
47.40, 9.02, 0.292, 25.02, 25.02
47.64, 9.09, 0.292, 25.02, 25.02
47.88, 9.16, 0.292, 25.02, 25.02
48.12, 9.23, 0.292, 25.02, 25.02
48.36, 9.31, 0.292, 25.02, 25.02
48.60, 9.38, 0.292, 25.02, 25.02
48.84, 9.45, 0.292, 25.02, 25.02
49.08, 9.52, 0.292, 25.02, 25.02
49.32, 9.59, 0.292, 25.02, 25.02
49.56, 9.67, 0.292, 25.02, 25.02
49.80, 9.74, 0.292, 25.02, 25.02
50.04, 9.81, 0.292, 25.02, 25.02
50.28, 9.88, 0.292, 25.02, 25.02
50.52, 9.95, 0.292, 25.02, 25.02
50.76, 10.03, 0.292, 25.02, 25.02
51.00, 10.10, 0.292, 25.02, 25.02
51.24, 10.17, 0.292, 25.02, 25.02
51.48, 10.24, 0.292, 25.02, 25.02
51.72, 10.32, 0.292, 25.02, 25.02
51.96, 10.39, 0.292, 25.02, 25.02
52.20, 10.46, 0.292, 25.02, 25.02
52.43, 10.53, 0.292, 25.02, 25.02
52.67, 10.60, 0.292, 25.02, 25.02
52.91, 10.68, 0.292, 25.02, 25.02
53.15, 10.75, 0.292, 25.02, 25.02
53.39, 10.82, 0.292, 25.02, 25.02
53.63, 10.89, 0.292, 25.02, 25.02
53.87, 10.96, 0.292, 25.02, 25.02
54.15, 11.08, 0.371, 25.02, 32.84
54.30, 11.10, 0.199, 25.02, 7.82
54.47, 11.09, 0.027, 25.02, 7.82
54.63, 11.05, -0.145, 25.02, 7.82
54.79, 10.99, -0.317, 25.02, 7.82
54.94, 10.90, -0.490, 25.02, 7.82
55.08, 10.78, -0.662, 25.02, 7.82
55.20, 10.65, -0.834, 25.02, 7.82
55.30, 10.50, -1.006, 25.02, 7.82
55.37, 10.35, -1.178, 25.02, 7.82
55.42, 10.18, -1.350, 25.02, 7.82
55.45, 10.01, -1.522, 25.02, 7.82
55.44, 9.85, -1.694, 25.02, 7.82
55.41, 9.70, -1.866, 25.02, 7.82
55.34, 9.56, -2.038, 25.02, 7.82
55.26, 9.43, -2.210, 25.02, 7.82
55.15, 9.33, -2.382, 25.02, 7.82
55.02, 9.25, -2.554, 25.02, 7.82
54.99, 9.22, -2.476, 0.00, 7.82
54.96, 9.19, -2.398, 0.00, 7.82
54.93, 9.16, -2.319, 0.00, 7.82
54.93, 9.16, -2.319, 0.00, 0.00
54.93, 9.16, -2.319, 0.00, 0.00
54.86, 9.04, -2.069, 0.00, 25.02
54.79, 8.88, -1.897, 7.82, 25.02
54.75, 8.72, -1.725, 7.82, 25.02
54.74, 8.55, -1.553, 7.82, 25.02
54.76, 8.39, -1.381, 7.82, 25.02
54.80, 8.24, -1.209, 7.82, 25.02
54.90, 8.08, -0.959, 7.82, 32.84
55.04, 7.97, -0.708, 7.82, 32.84
55.10, 7.92, -0.708, 7.82, 7.82
55.13, 7.90, -0.630, 0.00, 7.82
55.16, 7.88, -0.552, 0.00, 7.82
55.19, 7.86, -0.474, 0.00, 7.82
55.23, 7.85, -0.396, 0.00, 7.82
55.26, 7.84, -0.317, 0.00, 7.82
55.30, 7.83, -0.239, 0.00, 7.82
55.34, 7.82, -0.161, 0.00, 7.82
55.38, 7.82, -0.083, 0.00, 7.82
55.50, 7.86, 0.167, 0.00, 25.02
55.62, 7.92, 0.418, 0.00, 25.02
55.85, 8.02, 0.418, 25.02, 25.02
56.08, 8.13, 0.418, 25.02, 25.02
56.31, 8.23, 0.418, 25.02, 25.02
56.54, 8.33, 0.418, 25.02, 25.02
56.77, 8.43, 0.418, 25.02, 25.02
57.00, 8.53, 0.418, 25.02, 25.02
57.22, 8.63, 0.418, 25.02, 25.02
57.45, 8.73, 0.418, 25.02, 25.02
57.68, 8.84, 0.418, 25.02, 25.02
57.91, 8.94, 0.418, 25.02, 25.02
58.14, 9.04, 0.418, 25.02, 25.02
58.37, 9.14, 0.418, 25.02, 25.02
58.60, 9.24, 0.418, 25.02, 25.02
58.83, 9.34, 0.418, 25.02, 25.02
59.05, 9.45, 0.418, 25.02, 25.02
59.28, 9.55, 0.418, 25.02, 25.02
59.51, 9.65, 0.418, 25.02, 25.02
59.74, 9.75, 0.418, 25.02, 25.02
59.97, 9.85, 0.418, 25.02, 25.02
60.20, 9.95, 0.418, 25.02, 25.02
60.43, 10.05, 0.418, 25.02, 25.02
60.66, 10.16, 0.418, 25.02, 25.02
60.88, 10.26, 0.418, 25.02, 25.02
61.11, 10.36, 0.418, 25.02, 25.02
61.34, 10.46, 0.418, 25.02, 25.02
61.57, 10.56, 0.418, 25.02, 25.02
61.80, 10.66, 0.418, 25.02, 25.02
62.03, 10.76, 0.418, 25.02, 25.02
62.29, 10.91, 0.496, 25.02, 32.84
62.44, 10.95, 0.324, 25.02, 7.82
62.60, 10.96, 0.152, 25.02, 7.82
62.76, 10.95, -0.020, 25.02, 7.82
62.92, 10.90, -0.192, 25.02, 7.82
63.08, 10.83, -0.364, 25.02, 7.82
63.23, 10.73, -0.536, 25.02, 7.82
63.36, 10.61, -0.708, 25.02, 7.82
63.48, 10.48, -0.881, 25.02, 7.82
63.57, 10.33, -1.053, 25.02, 7.82
63.64, 10.17, -1.225, 25.02, 7.82
63.68, 10.00, -1.397, 25.02, 7.82
63.70, 9.83, -1.569, 25.02, 7.82
63.68, 9.67, -1.741, 25.02, 7.82
63.64, 9.52, -1.913, 25.02, 7.82
63.57, 9.38, -2.085, 25.02, 7.82
63.56, 9.35, -2.007, 0.00, 7.82
63.54, 9.31, -1.928, 0.00, 7.82
63.53, 9.27, -1.850, 0.00, 7.82
63.52, 9.23, -1.772, 0.00, 7.82
63.51, 9.19, -1.694, 0.00, 7.82
63.51, 9.16, -1.616, 0.00, 7.82
63.51, 9.12, -1.537, 0.00, 7.82
63.51, 9.08, -1.459, 0.00, 7.82
63.52, 9.04, -1.381, 0.00, 7.82
63.53, 9.00, -1.303, 0.00, 7.82
63.54, 8.97, -1.225, 0.00, 7.82
63.55, 8.93, -1.146, 0.00, 7.82
63.57, 8.90, -1.068, 0.00, 7.82
63.59, 8.86, -0.990, 0.00, 7.82
63.61, 8.83, -0.912, 0.00, 7.82
63.64, 8.81, -0.834, 0.00, 7.82
63.67, 8.78, -0.755, 0.00, 7.82
63.70, 8.76, -0.677, 0.00, 7.82
63.73, 8.74, -0.599, 0.00, 7.82
63.76, 8.72, -0.521, 0.00, 7.82
63.79, 8.70, -0.443, 0.00, 7.82
63.79, 8.70, -0.443, 0.00, 0.00
63.91, 8.69, -0.192, 0.00, 25.02
64.16, 8.65, -0.192, 25.02, 25.02
64.40, 8.60, -0.192, 25.02, 25.02
64.65, 8.55, -0.192, 25.02, 25.02
64.90, 8.50, -0.192, 25.02, 25.02
65.14, 8.45, -0.192, 25.02, 25.02
65.39, 8.41, -0.192, 25.02, 25.02
65.63, 8.36, -0.192, 25.02, 25.02
65.88, 8.31, -0.192, 25.02, 25.02
66.12, 8.26, -0.192, 25.02, 25.02
66.37, 8.22, -0.192, 25.02, 25.02
66.61, 8.17, -0.192, 25.02, 25.02
66.86, 8.12, -0.192, 25.02, 25.02
67.11, 8.07, -0.192, 25.02, 25.02
67.35, 8.02, -0.192, 25.02, 25.02
67.60, 7.98, -0.192, 25.02, 25.02
67.84, 7.93, -0.192, 25.02, 25.02
68.09, 7.88, -0.192, 25.02, 25.02
68.33, 7.83, -0.192, 25.02, 25.02
68.58, 7.78, -0.192, 25.02, 25.02
68.83, 7.74, -0.192, 25.02, 25.02
69.07, 7.69, -0.192, 25.02, 25.02
69.32, 7.64, -0.192, 25.02, 25.02
69.56, 7.59, -0.192, 25.02, 25.02
69.81, 7.55, -0.192, 25.02, 25.02
70.05, 7.50, -0.192, 25.02, 25.02
70.30, 7.45, -0.192, 25.02, 25.02
70.54, 7.40, -0.192, 25.02, 25.02
70.79, 7.35, -0.192, 25.02, 25.02
71.04, 7.31, -0.192, 25.02, 25.02
71.28, 7.26, -0.192, 25.02, 25.02
71.53, 7.21, -0.192, 25.02, 25.02
71.77, 7.16, -0.192, 25.02, 25.02
72.02, 7.12, -0.192, 25.02, 25.02
72.26, 7.07, -0.192, 25.02, 25.02
72.51, 7.02, -0.192, 25.02, 25.02
72.76, 6.97, -0.192, 25.02, 25.02
73.00, 6.92, -0.192, 25.02, 25.02
73.25, 6.88, -0.192, 25.02, 25.02
73.49, 6.83, -0.192, 25.02, 25.02
73.74, 6.78, -0.192, 25.02, 25.02
73.98, 6.73, -0.192, 25.02, 25.02
74.23, 6.68, -0.192, 25.02, 25.02
74.47, 6.64, -0.192, 25.02, 25.02
74.72, 6.59, -0.192, 25.02, 25.02
74.97, 6.54, -0.192, 25.02, 25.02
75.21, 6.49, -0.192, 25.02, 25.02
75.46, 6.45, -0.192, 25.02, 25.02
75.70, 6.40, -0.192, 25.02, 25.02
75.95, 6.35, -0.192, 25.02, 25.02
76.19, 6.30, -0.192, 25.02, 25.02
76.44, 6.25, -0.192, 25.02, 25.02
76.69, 6.21, -0.192, 25.02, 25.02
76.93, 6.16, -0.192, 25.02, 25.02
77.18, 6.11, -0.192, 25.02, 25.02
77.42, 6.06, -0.192, 25.02, 25.02
77.67, 6.01, -0.192, 25.02, 25.02
77.91, 5.97, -0.192, 25.02, 25.02
78.16, 5.92, -0.192, 25.02, 25.02
78.40, 5.87, -0.192, 25.02, 25.02
78.65, 5.82, -0.192, 25.02, 25.02
78.90, 5.78, -0.192, 25.02, 25.02
79.14, 5.73, -0.192, 25.02, 25.02
79.39, 5.68, -0.192, 25.02, 25.02
79.63, 5.63, -0.192, 25.02, 25.02
79.88, 5.58, -0.192, 25.02, 25.02
80.12, 5.54, -0.192, 25.02, 25.02
80.37, 5.49, -0.192, 25.02, 25.02
80.62, 5.44, -0.192, 25.02, 25.02
80.86, 5.39, -0.192, 25.02, 25.02
81.11, 5.35, -0.192, 25.02, 25.02
81.35, 5.30, -0.192, 25.02, 25.02
81.60, 5.25, -0.192, 25.02, 25.02
81.84, 5.20, -0.192, 25.02, 25.02
82.09, 5.15, -0.192, 25.02, 25.02
82.33, 5.11, -0.192, 25.02, 25.02
82.58, 5.06, -0.192, 25.02, 25.02
82.83, 5.01, -0.192, 25.02, 25.02
83.07, 4.96, -0.192, 25.02, 25.02
83.32, 4.91, -0.192, 25.02, 25.02
83.56, 4.87, -0.192, 25.02, 25.02
83.81, 4.82, -0.192, 25.02, 25.02
84.05, 4.77, -0.192, 25.02, 25.02
84.30, 4.72, -0.192, 25.02, 25.02
84.55, 4.68, -0.192, 25.02, 25.02
84.79, 4.63, -0.192, 25.02, 25.02
85.04, 4.58, -0.192, 25.02, 25.02
85.28, 4.53, -0.192, 25.02, 25.02
85.53, 4.48, -0.192, 25.02, 25.02
85.77, 4.44, -0.192, 25.02, 25.02
86.02, 4.39, -0.192, 25.02, 25.02
86.26, 4.34, -0.192, 25.02, 25.02
86.51, 4.29, -0.192, 25.02, 25.02
86.76, 4.24, -0.192, 25.02, 25.02
87.00, 4.20, -0.192, 25.02, 25.02
87.25, 4.15, -0.192, 25.02, 25.02
87.49, 4.10, -0.192, 25.02, 25.02
87.74, 4.05, -0.192, 25.02, 25.02
87.98, 4.01, -0.192, 25.02, 25.02
88.23, 3.96, -0.192, 25.02, 25.02
88.48, 3.91, -0.192, 25.02, 25.02
88.72, 3.86, -0.192, 25.02, 25.02
88.97, 3.81, -0.192, 25.02, 25.02
89.21, 3.77, -0.192, 25.02, 25.02
89.46, 3.72, -0.192, 25.02, 25.02
89.70, 3.67, -0.192, 25.02, 25.02
89.95, 3.62, -0.192, 25.02, 25.02
90.20, 3.57, -0.192, 25.02, 25.02
90.44, 3.53, -0.192, 25.02, 25.02
90.69, 3.48, -0.192, 25.02, 25.02
90.93, 3.43, -0.192, 25.02, 25.02
91.18, 3.38, -0.192, 25.02, 25.02
91.42, 3.34, -0.192, 25.02, 25.02
91.67, 3.29, -0.192, 25.02, 25.02
91.91, 3.24, -0.192, 25.02, 25.02
92.16, 3.19, -0.192, 25.02, 25.02
92.41, 3.14, -0.192, 25.02, 25.02
92.65, 3.10, -0.192, 25.02, 25.02
92.90, 3.05, -0.192, 25.02, 25.02
93.14, 3.00, -0.192, 25.02, 25.02
93.39, 2.95, -0.192, 25.02, 25.02
93.63, 2.91, -0.192, 25.02, 25.02
93.88, 2.86, -0.192, 25.02, 25.02
94.13, 2.81, -0.192, 25.02, 25.02
94.37, 2.76, -0.192, 25.02, 25.02
94.62, 2.71, -0.192, 25.02, 25.02
94.86, 2.67, -0.192, 25.02, 25.02
95.11, 2.62, -0.192, 25.02, 25.02
95.35, 2.57, -0.192, 25.02, 25.02
95.60, 2.52, -0.192, 25.02, 25.02
95.84, 2.47, -0.192, 25.02, 25.02
96.09, 2.43, -0.192, 25.02, 25.02
96.34, 2.38, -0.192, 25.02, 25.02
96.58, 2.33, -0.192, 25.02, 25.02
96.83, 2.28, -0.192, 25.02, 25.02
97.07, 2.24, -0.192, 25.02, 25.02
97.32, 2.19, -0.192, 25.02, 25.02
97.60, 2.17, -0.114, 25.02, 32.84
97.76, 2.11, -0.286, 25.02, 7.82
97.80, 2.10, -0.208, 0.00, 7.82
97.84, 2.10, -0.130, 0.00, 7.82
97.88, 2.10, -0.052, 0.00, 7.82
97.92, 2.10, 0.027, 0.00, 7.82
97.96, 2.10, 0.105, 0.00, 7.82
98.00, 2.11, 0.183, 0.00, 7.82
98.04, 2.12, 0.261, 0.00, 7.82
98.07, 2.14, 0.339, 0.00, 7.82
98.11, 2.16, 0.418, 0.00, 7.82
98.14, 2.18, 0.496, 0.00, 7.82
98.18, 2.20, 0.574, 0.00, 7.82
98.21, 2.22, 0.652, 0.00, 7.82
98.24, 2.25, 0.730, 0.00, 7.82
98.27, 2.28, 0.809, 0.00, 7.82
98.29, 2.31, 0.887, 0.00, 7.82
98.32, 2.34, 0.965, 0.00, 7.82
98.34, 2.38, 1.043, 0.00, 7.82
98.36, 2.41, 1.121, 0.00, 7.82
98.37, 2.45, 1.200, 0.00, 7.82
98.38, 2.49, 1.278, 0.00, 7.82
98.39, 2.53, 1.356, 0.00, 7.82
98.40, 2.57, 1.434, 0.00, 7.82
98.41, 2.61, 1.512, 0.00, 7.82
98.41, 2.65, 1.591, 0.00, 7.82
98.40, 2.68, 1.669, 0.00, 7.82
98.38, 2.80, 1.919, 0.00, 25.02
98.31, 2.94, 2.091, 7.82, 25.02
98.21, 3.05, 2.263, 7.82, 25.02
98.10, 3.15, 2.435, 7.82, 25.02
97.93, 3.22, 2.685, 7.82, 32.84
97.86, 3.26, 2.685, 7.82, 7.82
97.82, 3.27, 2.764, 0.00, 7.82
97.79, 3.28, 2.842, 0.00, 7.82
97.75, 3.29, 2.920, 0.00, 7.82
97.71, 3.29, 2.998, 0.00, 7.82
97.71, 3.29, 2.998, 0.00, 0.00
97.71, 3.29, 2.998, 0.00, 0.00
97.67, 3.30, 2.920, 7.82, 0.00
97.63, 3.31, 2.842, 7.82, 0.00
97.60, 3.33, 2.764, 7.82, 0.00
97.56, 3.35, 2.685, 7.82, 0.00
97.53, 3.37, 2.607, 7.82, 0.00
97.49, 3.39, 2.529, 7.82, 0.00
97.46, 3.42, 2.451, 7.82, 0.00
97.43, 3.45, 2.373, 7.82, 0.00
97.41, 3.48, 2.294, 7.82, 0.00
97.38, 3.51, 2.216, 7.82, 0.00
97.36, 3.54, 2.138, 7.82, 0.00
97.34, 3.58, 2.060, 7.82, 0.00
97.32, 3.62, 1.982, 7.82, 0.00
97.31, 3.65, 1.903, 7.82, 0.00
97.30, 3.69, 1.825, 7.82, 0.00
97.29, 3.73, 1.747, 7.82, 0.00
97.28, 3.77, 1.669, 7.82, 0.00
97.28, 3.81, 1.591, 7.82, 0.00
97.28, 3.85, 1.512, 7.82, 0.00
97.29, 3.89, 1.434, 7.82, 0.00
97.29, 3.92, 1.356, 7.82, 0.00
97.30, 3.96, 1.278, 7.82, 0.00
97.32, 4.00, 1.200, 7.82, 0.00
97.34, 4.07, 1.200, 7.82, 7.82
97.37, 4.14, 1.200, 7.82, 7.82
97.38, 4.18, 1.278, 0.00, 7.82
97.45, 4.32, 1.106, 25.02, 7.82
97.53, 4.45, 0.934, 25.02, 7.82
97.64, 4.55, 0.762, 25.02, 7.82
97.77, 4.63, 0.590, 25.02, 7.82
97.91, 4.69, 0.418, 25.02, 7.82
98.07, 4.71, 0.246, 25.02, 7.82
98.23, 4.71, 0.074, 25.02, 7.82
98.27, 4.72, 0.152, 0.00, 7.82
98.31, 4.73, 0.230, 0.00, 7.82
98.34, 4.74, 0.308, 0.00, 7.82
98.38, 4.76, 0.386, 0.00, 7.82
98.38, 4.76, 0.386, 0.00, 0.00
98.49, 4.85, 0.637, 0.00, 25.02
98.69, 5.00, 0.637, 25.02, 25.02
98.89, 5.15, 0.637, 25.02, 25.02
99.09, 5.29, 0.637, 25.02, 25.02
99.29, 5.44, 0.637, 25.02, 25.02
99.50, 5.59, 0.637, 25.02, 25.02
99.70, 5.74, 0.637, 25.02, 25.02
99.90, 5.89, 0.637, 25.02, 25.02
100.10, 6.04, 0.637, 25.02, 25.02
100.30, 6.19, 0.637, 25.02, 25.02
100.50, 6.34, 0.637, 25.02, 25.02
100.70, 6.48, 0.637, 25.02, 25.02
100.90, 6.63, 0.637, 25.02, 25.02
101.11, 6.78, 0.637, 25.02, 25.02
101.31, 6.93, 0.637, 25.02, 25.02
101.51, 7.08, 0.637, 25.02, 25.02
101.71, 7.23, 0.637, 25.02, 25.02
101.91, 7.38, 0.637, 25.02, 25.02
102.11, 7.53, 0.637, 25.02, 25.02
102.31, 7.67, 0.637, 25.02, 25.02
102.51, 7.82, 0.637, 25.02, 25.02
102.71, 7.97, 0.637, 25.02, 25.02
102.92, 8.12, 0.637, 25.02, 25.02
103.12, 8.27, 0.637, 25.02, 25.02
103.32, 8.42, 0.637, 25.02, 25.02
103.52, 8.57, 0.637, 25.02, 25.02
103.72, 8.72, 0.637, 25.02, 25.02
103.92, 8.86, 0.637, 25.02, 25.02
104.12, 9.01, 0.637, 25.02, 25.02
104.32, 9.16, 0.637, 25.02, 25.02
104.53, 9.31, 0.637, 25.02, 25.02
104.73, 9.46, 0.637, 25.02, 25.02
104.93, 9.61, 0.637, 25.02, 25.02
105.13, 9.76, 0.637, 25.02, 25.02
105.33, 9.91, 0.637, 25.02, 25.02
105.53, 10.05, 0.637, 25.02, 25.02
105.73, 10.20, 0.637, 25.02, 25.02
105.87, 10.27, 0.465, 25.02, 7.82
106.03, 10.30, 0.292, 25.02, 7.82
106.19, 10.31, 0.120, 25.02, 7.82
106.35, 10.28, -0.052, 25.02, 7.82
106.51, 10.23, -0.224, 25.02, 7.82
106.67, 10.16, -0.396, 25.02, 7.82
106.81, 10.06, -0.568, 25.02, 7.82
106.85, 10.04, -0.490, 0.00, 7.82
106.88, 10.02, -0.411, 0.00, 7.82
106.92, 10.01, -0.333, 0.00, 7.82
106.92, 10.01, -0.333, 0.00, 0.00
107.04, 10.02, -0.083, 0.00, 25.02
107.17, 10.05, 0.167, 0.00, 25.02
107.41, 10.10, 0.167, 25.02, 25.02
107.66, 10.14, 0.167, 25.02, 25.02
107.91, 10.18, 0.167, 25.02, 25.02
108.15, 10.22, 0.167, 25.02, 25.02
108.40, 10.26, 0.167, 25.02, 25.02
108.65, 10.30, 0.167, 25.02, 25.02
108.89, 10.35, 0.167, 25.02, 25.02
109.14, 10.39, 0.167, 25.02, 25.02
109.39, 10.43, 0.167, 25.02, 25.02
109.63, 10.47, 0.167, 25.02, 25.02
109.88, 10.51, 0.167, 25.02, 25.02
110.13, 10.55, 0.167, 25.02, 25.02
110.37, 10.60, 0.167, 25.02, 25.02
110.62, 10.64, 0.167, 25.02, 25.02
110.87, 10.68, 0.167, 25.02, 25.02
111.11, 10.72, 0.167, 25.02, 25.02
111.36, 10.76, 0.167, 25.02, 25.02
111.52, 10.75, -0.005, 25.02, 7.82
111.69, 10.70, -0.177, 25.02, 7.82
111.85, 10.64, -0.349, 25.02, 7.82
111.99, 10.54, -0.521, 25.02, 7.82
112.13, 10.42, -0.693, 25.02, 7.82
112.25, 10.29, -0.865, 25.02, 7.82
112.34, 10.14, -1.037, 25.02, 7.82
112.41, 9.98, -1.209, 25.02, 7.82
112.46, 9.81, -1.381, 25.02, 7.82
112.47, 9.65, -1.553, 25.02, 7.82
112.46, 9.49, -1.725, 25.02, 7.82
112.42, 9.33, -1.897, 25.02, 7.82
112.36, 9.19, -2.069, 25.02, 7.82
112.27, 9.07, -2.241, 25.02, 7.82
112.16, 8.97, -2.413, 25.02, 7.82
112.13, 8.94, -2.335, 0.00, 7.82
112.10, 8.91, -2.257, 0.00, 7.82
112.08, 8.88, -2.179, 0.00, 7.82
112.06, 8.84, -2.100, 0.00, 7.82
112.04, 8.81, -2.022, 0.00, 7.82
112.02, 8.77, -1.944, 0.00, 7.82
112.01, 8.73, -1.866, 0.00, 7.82
112.00, 8.69, -1.788, 0.00, 7.82
111.99, 8.66, -1.709, 0.00, 7.82
111.99, 8.62, -1.631, 0.00, 7.82
111.99, 8.58, -1.553, 0.00, 7.82
111.99, 8.54, -1.475, 0.00, 7.82
112.00, 8.50, -1.397, 0.00, 7.82
112.00, 8.46, -1.318, 0.00, 7.82
112.02, 8.43, -1.240, 0.00, 7.82
112.03, 8.39, -1.162, 0.00, 7.82
112.05, 8.36, -1.084, 0.00, 7.82
112.07, 8.32, -1.006, 0.00, 7.82
112.09, 8.29, -0.927, 0.00, 7.82
112.11, 8.27, -0.849, 0.00, 7.82
112.14, 8.24, -0.771, 0.00, 7.82
112.17, 8.22, -0.693, 0.00, 7.82
112.20, 8.19, -0.615, 0.00, 7.82
112.23, 8.18, -0.536, 0.00, 7.82
112.27, 8.16, -0.458, 0.00, 7.82
112.30, 8.15, -0.380, 0.00, 7.82
112.34, 8.14, -0.302, 0.00, 7.82
112.38, 8.13, -0.224, 0.00, 7.82
112.42, 8.13, -0.145, 0.00, 7.82
112.45, 8.12, -0.067, 0.00, 7.82
112.45, 8.12, -0.067, 0.00, 0.00
112.45, 8.12, -0.067, 0.00, 0.00
112.58, 8.16, 0.183, 0.00, 25.02
112.70, 8.23, 0.433, 0.00, 25.02
112.93, 8.33, 0.433, 25.02, 25.02
113.15, 8.44, 0.433, 25.02, 25.02
113.38, 8.54, 0.433, 25.02, 25.02
113.61, 8.65, 0.433, 25.02, 25.02
113.83, 8.75, 0.433, 25.02, 25.02
114.06, 8.86, 0.433, 25.02, 25.02
114.29, 8.96, 0.433, 25.02, 25.02
114.51, 9.07, 0.433, 25.02, 25.02
114.74, 9.17, 0.433, 25.02, 25.02
114.97, 9.28, 0.433, 25.02, 25.02
115.20, 9.39, 0.433, 25.02, 25.02
115.42, 9.49, 0.433, 25.02, 25.02
115.65, 9.60, 0.433, 25.02, 25.02
115.88, 9.70, 0.433, 25.02, 25.02
116.10, 9.81, 0.433, 25.02, 25.02
116.33, 9.91, 0.433, 25.02, 25.02
116.56, 10.02, 0.433, 25.02, 25.02
116.79, 10.12, 0.433, 25.02, 25.02
117.01, 10.23, 0.433, 25.02, 25.02
117.24, 10.33, 0.433, 25.02, 25.02
117.47, 10.44, 0.433, 25.02, 25.02
117.69, 10.54, 0.433, 25.02, 25.02
117.92, 10.65, 0.433, 25.02, 25.02
118.15, 10.75, 0.433, 25.02, 25.02
118.38, 10.86, 0.433, 25.02, 25.02
118.60, 10.96, 0.433, 25.02, 25.02
118.86, 11.11, 0.511, 25.02, 32.84
119.01, 11.15, 0.339, 25.02, 7.82
119.17, 11.17, 0.167, 25.02, 7.82
119.33, 11.15, -0.005, 25.02, 7.82
119.50, 11.11, -0.177, 25.02, 7.82
119.65, 11.04, -0.349, 25.02, 7.82
119.80, 10.95, -0.521, 25.02, 7.82
119.94, 10.83, -0.693, 25.02, 7.82
120.05, 10.70, -0.865, 25.02, 7.82
120.15, 10.55, -1.037, 25.02, 7.82
120.22, 10.39, -1.209, 25.02, 7.82
120.27, 10.22, -1.381, 25.02, 7.82
120.28, 10.05, -1.553, 25.02, 7.82
120.27, 9.89, -1.725, 25.02, 7.82
120.23, 9.74, -1.897, 25.02, 7.82
120.17, 9.60, -2.069, 25.02, 7.82
120.15, 9.56, -1.991, 0.00, 7.82
120.13, 9.53, -1.913, 0.00, 7.82
120.12, 9.49, -1.835, 0.00, 7.82
120.11, 9.45, -1.756, 0.00, 7.82
120.11, 9.41, -1.678, 0.00, 7.82
120.11, 9.37, -1.600, 0.00, 7.82
120.11, 9.33, -1.522, 0.00, 7.82
120.11, 9.29, -1.444, 0.00, 7.82
120.12, 9.26, -1.365, 0.00, 7.82
120.13, 9.22, -1.287, 0.00, 7.82
120.14, 9.18, -1.209, 0.00, 7.82
120.15, 9.15, -1.131, 0.00, 7.82
120.17, 9.11, -1.053, 0.00, 7.82
120.19, 9.08, -0.974, 0.00, 7.82
120.22, 9.05, -0.896, 0.00, 7.82
120.24, 9.03, -0.818, 0.00, 7.82
120.27, 9.00, -0.740, 0.00, 7.82
120.30, 8.98, -0.662, 0.00, 7.82
120.33, 8.96, -0.583, 0.00, 7.82
120.36, 8.94, -0.505, 0.00, 7.82
120.40, 8.92, -0.427, 0.00, 7.82
120.54, 8.82, -0.599, 25.02, 7.82
120.67, 8.69, -0.771, 25.02, 7.82
120.78, 8.55, -0.943, 25.02, 7.82
120.86, 8.40, -1.115, 25.02, 7.82
120.90, 8.27, -1.365, 25.02, 0.00
120.95, 8.02, -1.365, 25.02, 25.02
121.00, 7.78, -1.365, 25.02, 25.02
121.05, 7.53, -1.365, 25.02, 25.02
121.11, 7.29, -1.365, 25.02, 25.02
121.16, 7.04, -1.365, 25.02, 25.02
121.21, 6.80, -1.365, 25.02, 25.02
121.26, 6.55, -1.365, 25.02, 25.02
121.33, 6.28, -1.287, 25.02, 32.84
