# x, y, theta, v_l, v_r
2.89, 201.33, -1.589, 25.02, 25.02
2.88, 201.08, -1.589, 25.02, 25.02
2.88, 200.83, -1.589, 25.02, 25.02
2.87, 200.58, -1.589, 25.02, 25.02
2.87, 200.33, -1.589, 25.02, 25.02
2.86, 200.08, -1.589, 25.02, 25.02
2.86, 199.83, -1.589, 25.02, 25.02
2.85, 199.58, -1.589, 25.02, 25.02
2.85, 199.33, -1.589, 25.02, 25.02
2.85, 199.08, -1.589, 25.02, 25.02
2.84, 198.83, -1.589, 25.02, 25.02
2.84, 198.58, -1.589, 25.02, 25.02
2.83, 198.33, -1.589, 25.02, 25.02
2.83, 198.08, -1.589, 25.02, 25.02
2.82, 197.83, -1.589, 25.02, 25.02
2.82, 197.58, -1.589, 25.02, 25.02
2.81, 197.32, -1.589, 25.02, 25.02
2.81, 197.07, -1.589, 25.02, 25.02
2.81, 196.82, -1.589, 25.02, 25.02
2.80, 196.57, -1.589, 25.02, 25.02
2.80, 196.32, -1.589, 25.02, 25.02
2.79, 196.07, -1.589, 25.02, 25.02
2.79, 195.82, -1.589, 25.02, 25.02
2.78, 195.57, -1.589, 25.02, 25.02
2.78, 195.32, -1.589, 25.02, 25.02
2.77, 195.07, -1.589, 25.02, 25.02
2.77, 194.82, -1.589, 25.02, 25.02
2.77, 194.57, -1.589, 25.02, 25.02
2.76, 194.32, -1.589, 25.02, 25.02
2.76, 194.07, -1.589, 25.02, 25.02
2.75, 193.82, -1.589, 25.02, 25.02
2.75, 193.57, -1.589, 25.02, 25.02
2.74, 193.32, -1.589, 25.02, 25.02
2.74, 193.07, -1.589, 25.02, 25.02
2.73, 192.82, -1.589, 25.02, 25.02
2.73, 192.57, -1.589, 25.02, 25.02
2.73, 192.32, -1.589, 25.02, 25.02
2.72, 192.07, -1.589, 25.02, 25.02
2.72, 191.82, -1.589, 25.02, 25.02
2.71, 191.57, -1.589, 25.02, 25.02
2.71, 191.32, -1.589, 25.02, 25.02
2.70, 191.07, -1.589, 25.02, 25.02
2.70, 190.82, -1.589, 25.02, 25.02
2.69, 190.57, -1.589, 25.02, 25.02
2.69, 190.32, -1.589, 25.02, 25.02
2.69, 190.07, -1.589, 25.02, 25.02
2.68, 189.82, -1.589, 25.02, 25.02
2.68, 189.57, -1.589, 25.02, 25.02
2.67, 189.32, -1.589, 25.02, 25.02
2.67, 189.07, -1.589, 25.02, 25.02
2.66, 188.82, -1.589, 25.02, 25.02
2.66, 188.57, -1.589, 25.02, 25.02
2.65, 188.32, -1.589, 25.02, 25.02
2.65, 188.07, -1.589, 25.02, 25.02
2.65, 187.82, -1.589, 25.02, 25.02
2.64, 187.57, -1.589, 25.02, 25.02
2.64, 187.32, -1.589, 25.02, 25.02
2.63, 187.07, -1.589, 25.02, 25.02
2.63, 186.82, -1.589, 25.02, 25.02
2.62, 186.57, -1.589, 25.02, 25.02
2.62, 186.32, -1.589, 25.02, 25.02
2.61, 186.07, -1.589, 25.02, 25.02
2.61, 185.82, -1.589, 25.02, 25.02
2.61, 185.57, -1.589, 25.02, 25.02
2.60, 185.32, -1.589, 25.02, 25.02
2.60, 185.06, -1.589, 25.02, 25.02
2.59, 184.81, -1.589, 25.02, 25.02
2.59, 184.56, -1.589, 25.02, 25.02
2.58, 184.31, -1.589, 25.02, 25.02
2.58, 184.06, -1.589, 25.02, 25.02
2.57, 183.81, -1.589, 25.02, 25.02
2.57, 183.56, -1.589, 25.02, 25.02
2.57, 183.31, -1.589, 25.02, 25.02
2.56, 183.06, -1.589, 25.02, 25.02
2.56, 182.81, -1.589, 25.02, 25.02
2.55, 182.56, -1.589, 25.02, 25.02
2.55, 182.31, -1.589, 25.02, 25.02
2.54, 182.06, -1.589, 25.02, 25.02
2.54, 181.81, -1.589, 25.02, 25.02
2.53, 181.56, -1.589, 25.02, 25.02
2.53, 181.31, -1.589, 25.02, 25.02
2.53, 181.06, -1.589, 25.02, 25.02
2.52, 180.81, -1.589, 25.02, 25.02
2.52, 180.56, -1.589, 25.02, 25.02
2.51, 180.31, -1.589, 25.02, 25.02
2.51, 180.06, -1.589, 25.02, 25.02
2.50, 179.81, -1.589, 25.02, 25.02
2.50, 179.56, -1.589, 25.02, 25.02
2.49, 179.31, -1.589, 25.02, 25.02
2.49, 179.06, -1.589, 25.02, 25.02
2.49, 178.81, -1.589, 25.02, 25.02
2.49, 178.52, -1.510, 25.02, 32.84
2.49, 178.36, -1.682, 25.02, 7.82
2.46, 178.20, -1.854, 25.02, 7.82
2.45, 178.16, -1.776, 0.00, 7.82
2.44, 178.12, -1.698, 0.00, 7.82
2.44, 178.09, -1.620, 0.00, 7.82
2.44, 178.05, -1.542, 0.00, 7.82
2.44, 178.01, -1.463, 0.00, 7.82
2.44, 177.97, -1.385, 0.00, 7.82
2.45, 177.93, -1.307, 0.00, 7.82
2.46, 177.90, -1.229, 0.00, 7.82
2.48, 177.86, -1.151, 0.00, 7.82
2.50, 177.83, -1.072, 0.00, 7.82
2.52, 177.79, -0.994, 0.00, 7.82
2.54, 177.76, -0.916, 0.00, 7.82
2.56, 177.74, -0.838, 0.00, 7.82
2.59, 177.71, -0.760, 0.00, 7.82
2.62, 177.69, -0.681, 0.00, 7.82
2.65, 177.67, -0.603, 0.00, 7.82
2.68, 177.65, -0.525, 0.00, 7.82
2.80, 177.63, -0.275, 0.00, 25.02
2.92, 177.64, -0.025, 0.00, 25.02
3.17, 177.63, -0.025, 25.02, 25.02
3.42, 177.63, -0.025, 25.02, 25.02
3.67, 177.62, -0.025, 25.02, 25.02
3.92, 177.62, -0.025, 25.02, 25.02
4.21, 177.64, 0.054, 25.02, 32.84
4.38, 177.61, -0.118, 25.02, 7.82
4.54, 177.55, -0.290, 25.02, 7.82
4.69, 177.46, -0.462, 25.02, 7.82
4.83, 177.35, -0.634, 25.02, 7.82
4.95, 177.22, -0.807, 25.02, 7.82
5.06, 177.08, -0.979, 25.02, 7.82
5.14, 176.92, -1.151, 25.02, 7.82
5.19, 176.76, -1.323, 25.02, 7.82
5.20, 176.72, -1.244, 0.00, 7.82
5.21, 176.68, -1.166, 0.00, 7.82
5.21, 176.68, -1.166, 0.00, 0.00
5.28, 176.59, -0.916, 0.00, 25.02
5.37, 176.52, -0.666, 0.00, 25.02
5.56, 176.37, -0.666, 25.02, 25.02
5.76, 176.22, -0.666, 25.02, 25.02
5.96, 176.06, -0.666, 25.02, 25.02
6.15, 175.91, -0.666, 25.02, 25.02
6.35, 175.75, -0.666, 25.02, 25.02
6.55, 175.60, -0.666, 25.02, 25.02
6.74, 175.44, -0.666, 25.02, 25.02
6.94, 175.29, -0.666, 25.02, 25.02
7.14, 175.13, -0.666, 25.02, 25.02
7.33, 174.98, -0.666, 25.02, 25.02
7.53, 174.82, -0.666, 25.02, 25.02
7.73, 174.67, -0.666, 25.02, 25.02
7.92, 174.52, -0.666, 25.02, 25.02
8.12, 174.36, -0.666, 25.02, 25.02
8.32, 174.21, -0.666, 25.02, 25.02
8.51, 174.05, -0.666, 25.02, 25.02
8.75, 173.90, -0.588, 25.02, 32.84
8.88, 173.78, -0.760, 25.02, 7.82
8.99, 173.63, -0.932, 25.02, 7.82
9.07, 173.48, -1.104, 25.02, 7.82
9.13, 173.32, -1.276, 25.02, 7.82
9.17, 173.15, -1.448, 25.02, 7.82
9.17, 172.99, -1.620, 25.02, 7.82
9.15, 172.83, -1.792, 25.02, 7.82
9.10, 172.68, -1.964, 25.02, 7.82
9.03, 172.55, -2.136, 25.02, 7.82
9.01, 172.51, -2.058, 0.00, 7.82
8.99, 172.48, -1.980, 0.00, 7.82
8.98, 172.44, -1.901, 0.00, 7.82
8.98, 172.44, -1.901, 0.00, 0.00
8.95, 172.31, -1.651, 0.00, 25.02
8.96, 172.19, -1.401, 0.00, 25.02
9.00, 171.94, -1.401, 25.02, 25.02
9.04, 171.69, -1.401, 25.02, 25.02
9.08, 171.45, -1.401, 25.02, 25.02
9.12, 171.20, -1.401, 25.02, 25.02
9.17, 170.95, -1.401, 25.02, 25.02
9.21, 170.71, -1.401, 25.02, 25.02
9.25, 170.46, -1.401, 25.02, 25.02
9.29, 170.21, -1.401, 25.02, 25.02
9.34, 169.97, -1.401, 25.02, 25.02
9.38, 169.72, -1.401, 25.02, 25.02
9.42, 169.47, -1.401, 25.02, 25.02
9.46, 169.23, -1.401, 25.02, 25.02
9.51, 168.98, -1.401, 25.02, 25.02
9.55, 168.73, -1.401, 25.02, 25.02
9.59, 168.49, -1.401, 25.02, 25.02
9.63, 168.24, -1.401, 25.02, 25.02
9.67, 167.99, -1.401, 25.02, 25.02
9.72, 167.75, -1.401, 25.02, 25.02
9.76, 167.50, -1.401, 25.02, 25.02
9.80, 167.25, -1.401, 25.02, 25.02
9.84, 167.01, -1.401, 25.02, 25.02
9.89, 166.76, -1.401, 25.02, 25.02
9.93, 166.51, -1.401, 25.02, 25.02
9.97, 166.27, -1.401, 25.02, 25.02
10.01, 166.02, -1.401, 25.02, 25.02
10.06, 165.77, -1.401, 25.02, 25.02
10.10, 165.53, -1.401, 25.02, 25.02
10.14, 165.28, -1.401, 25.02, 25.02
10.18, 165.03, -1.401, 25.02, 25.02
10.22, 164.79, -1.401, 25.02, 25.02
10.27, 164.54, -1.401, 25.02, 25.02
10.31, 164.29, -1.401, 25.02, 25.02
10.35, 164.05, -1.401, 25.02, 25.02
10.39, 163.80, -1.401, 25.02, 25.02
10.44, 163.55, -1.401, 25.02, 25.02
10.48, 163.31, -1.401, 25.02, 25.02
10.52, 163.06, -1.401, 25.02, 25.02
10.58, 162.78, -1.323, 25.02, 32.84
10.61, 162.62, -1.495, 25.02, 7.82
10.61, 162.45, -1.667, 25.02, 7.82
10.58, 162.30, -1.839, 25.02, 7.82
10.52, 162.15, -2.011, 25.02, 7.82
10.44, 162.02, -2.183, 25.02, 7.82
10.33, 161.92, -2.355, 25.02, 7.82
10.21, 161.83, -2.527, 25.02, 7.82
10.06, 161.77, -2.699, 25.02, 7.82
9.91, 161.74, -2.871, 25.02, 7.82
9.75, 161.74, -3.043, 25.02, 7.82
9.59, 161.77, 3.068, 25.02, 7.82
9.42, 161.82, 2.896, 25.02, 7.82
9.27, 161.90, 2.724, 25.02, 7.82
9.12, 162.00, 2.552, 25.02, 7.82
9.00, 162.13, 2.380, 25.02, 7.82
8.97, 162.15, 2.458, 0.00, 7.82
8.94, 162.17, 2.536, 0.00, 7.82
8.90, 162.19, 2.614, 0.00, 7.82
8.87, 162.21, 2.693, 0.00, 7.82
8.83, 162.22, 2.771, 0.00, 7.82
8.80, 162.23, 2.849, 0.00, 7.82
8.76, 162.24, 2.927, 0.00, 7.82
8.72, 162.24, 3.005, 0.00, 7.82
8.68, 162.24, 3.084, 0.00, 7.82
8.64, 162.24, -3.121, 0.00, 7.82
8.60, 162.23, -3.043, 0.00, 7.82
8.56, 162.22, -2.965, 0.00, 7.82
8.53, 162.21, -2.887, 0.00, 7.82
8.49, 162.20, -2.808, 0.00, 7.82
8.45, 162.18, -2.730, 0.00, 7.82
8.42, 162.16, -2.652, 0.00, 7.82
8.38, 162.14, -2.574, 0.00, 7.82
8.35, 162.12, -2.496, 0.00, 7.82
8.32, 162.09, -2.417, 0.00, 7.82
8.29, 162.06, -2.339, 0.00, 7.82
8.27, 162.03, -2.261, 0.00, 7.82
8.24, 161.99, -2.183, 0.00, 7.82
8.22, 161.96, -2.105, 0.00, 7.82
8.22, 161.96, -2.105, 0.00, 0.00
8.17, 161.83, -1.854, 0.00, 25.02
8.15, 161.71, -1.604, 0.00, 25.02
8.14, 161.46, -1.604, 25.02, 25.02
8.14, 161.21, -1.604, 25.02, 25.02
8.13, 160.95, -1.604, 25.02, 25.02
8.12, 160.70, -1.604, 25.02, 25.02
8.11, 160.45, -1.604, 25.02, 25.02
8.10, 160.20, -1.604, 25.02, 25.02
8.09, 159.95, -1.604, 25.02, 25.02
8.09, 159.70, -1.604, 25.02, 25.02
8.08, 159.45, -1.604, 25.02, 25.02
8.07, 159.20, -1.604, 25.02, 25.02
8.06, 158.95, -1.604, 25.02, 25.02
8.05, 158.70, -1.604, 25.02, 25.02
8.04, 158.45, -1.604, 25.02, 25.02
8.04, 158.20, -1.604, 25.02, 25.02
8.03, 157.95, -1.604, 25.02, 25.02
8.02, 157.70, -1.604, 25.02, 25.02
8.01, 157.45, -1.604, 25.02, 25.02
8.00, 157.20, -1.604, 25.02, 25.02
7.99, 156.95, -1.604, 25.02, 25.02
7.99, 156.70, -1.604, 25.02, 25.02
7.98, 156.45, -1.604, 25.02, 25.02
7.97, 156.20, -1.604, 25.02, 25.02
7.96, 155.95, -1.604, 25.02, 25.02
7.95, 155.70, -1.604, 25.02, 25.02
7.94, 155.45, -1.604, 25.02, 25.02
7.94, 155.20, -1.604, 25.02, 25.02
7.93, 154.95, -1.604, 25.02, 25.02
7.92, 154.70, -1.604, 25.02, 25.02
7.91, 154.45, -1.604, 25.02, 25.02
7.90, 154.20, -1.604, 25.02, 25.02
7.89, 153.95, -1.604, 25.02, 25.02
7.88, 153.70, -1.604, 25.02, 25.02
7.88, 153.45, -1.604, 25.02, 25.02
7.87, 153.20, -1.604, 25.02, 25.02
7.86, 152.95, -1.604, 25.02, 25.02
7.85, 152.70, -1.604, 25.02, 25.02
7.84, 152.45, -1.604, 25.02, 25.02
7.83, 152.20, -1.604, 25.02, 25.02
7.83, 151.95, -1.604, 25.02, 25.02
7.82, 151.70, -1.604, 25.02, 25.02
7.81, 151.45, -1.604, 25.02, 25.02
7.80, 151.20, -1.604, 25.02, 25.02
7.79, 150.95, -1.604, 25.02, 25.02
7.78, 150.70, -1.604, 25.02, 25.02
7.78, 150.45, -1.604, 25.02, 25.02
7.77, 150.20, -1.604, 25.02, 25.02
7.76, 149.95, -1.604, 25.02, 25.02
7.75, 149.70, -1.604, 25.02, 25.02
7.74, 149.45, -1.604, 25.02, 25.02
7.73, 149.20, -1.604, 25.02, 25.02
7.73, 148.95, -1.604, 25.02, 25.02
7.72, 148.70, -1.604, 25.02, 25.02
7.71, 148.45, -1.604, 25.02, 25.02
7.70, 148.20, -1.604, 25.02, 25.02
7.69, 147.95, -1.604, 25.02, 25.02
7.68, 147.70, -1.604, 25.02, 25.02
7.68, 147.45, -1.604, 25.02, 25.02
7.67, 147.20, -1.604, 25.02, 25.02
7.66, 146.95, -1.604, 25.02, 25.02
7.65, 146.70, -1.604, 25.02, 25.02
7.64, 146.45, -1.604, 25.02, 25.02
7.63, 146.20, -1.604, 25.02, 25.02
7.63, 145.95, -1.604, 25.02, 25.02
7.62, 145.70, -1.604, 25.02, 25.02
7.61, 145.45, -1.604, 25.02, 25.02
7.60, 145.20, -1.604, 25.02, 25.02
7.59, 144.95, -1.604, 25.02, 25.02
7.58, 144.70, -1.604, 25.02, 25.02
7.58, 144.45, -1.604, 25.02, 25.02
7.57, 144.20, -1.604, 25.02, 25.02
7.56, 143.95, -1.604, 25.02, 25.02
7.55, 143.70, -1.604, 25.02, 25.02
7.54, 143.45, -1.604, 25.02, 25.02
7.53, 143.20, -1.604, 25.02, 25.02
7.53, 142.95, -1.604, 25.02, 25.02
7.52, 142.70, -1.604, 25.02, 25.02
7.51, 142.45, -1.604, 25.02, 25.02
7.50, 142.20, -1.604, 25.02, 25.02
7.49, 141.95, -1.604, 25.02, 25.02
7.48, 141.70, -1.604, 25.02, 25.02
7.48, 141.45, -1.604, 25.02, 25.02
7.47, 141.20, -1.604, 25.02, 25.02
7.46, 140.95, -1.604, 25.02, 25.02
7.45, 140.70, -1.604, 25.02, 25.02
7.44, 140.45, -1.604, 25.02, 25.02
7.43, 140.20, -1.604, 25.02, 25.02
7.43, 139.95, -1.604, 25.02, 25.02
7.42, 139.70, -1.604, 25.02, 25.02
7.41, 139.45, -1.604, 25.02, 25.02
7.40, 139.20, -1.604, 25.02, 25.02
7.39, 138.95, -1.604, 25.02, 25.02
7.38, 138.70, -1.604, 25.02, 25.02
7.38, 138.45, -1.604, 25.02, 25.02
7.37, 138.20, -1.604, 25.02, 25.02
7.36, 137.95, -1.604, 25.02, 25.02
7.35, 137.70, -1.604, 25.02, 25.02
7.34, 137.45, -1.604, 25.02, 25.02
7.33, 137.19, -1.604, 25.02, 25.02
7.33, 136.94, -1.604, 25.02, 25.02
7.32, 136.69, -1.604, 25.02, 25.02
7.31, 136.44, -1.604, 25.02, 25.02
7.30, 136.19, -1.604, 25.02, 25.02
7.29, 135.94, -1.604, 25.02, 25.02
7.28, 135.69, -1.604, 25.02, 25.02
7.28, 135.44, -1.604, 25.02, 25.02
7.27, 135.19, -1.604, 25.02, 25.02
7.26, 134.94, -1.604, 25.02, 25.02
7.25, 134.69, -1.604, 25.02, 25.02
7.24, 134.44, -1.604, 25.02, 25.02
7.23, 134.19, -1.604, 25.02, 25.02
7.23, 133.94, -1.604, 25.02, 25.02
7.22, 133.69, -1.604, 25.02, 25.02
7.21, 133.44, -1.604, 25.02, 25.02
7.20, 133.19, -1.604, 25.02, 25.02
7.19, 132.94, -1.604, 25.02, 25.02
7.18, 132.69, -1.604, 25.02, 25.02
7.17, 132.44, -1.604, 25.02, 25.02
7.17, 132.19, -1.604, 25.02, 25.02
7.16, 131.94, -1.604, 25.02, 25.02
7.15, 131.69, -1.604, 25.02, 25.02
7.14, 131.44, -1.604, 25.02, 25.02
7.13, 131.19, -1.604, 25.02, 25.02
7.12, 130.94, -1.604, 25.02, 25.02
7.12, 130.69, -1.604, 25.02, 25.02
7.11, 130.44, -1.604, 25.02, 25.02
7.10, 130.19, -1.604, 25.02, 25.02
7.09, 129.94, -1.604, 25.02, 25.02
7.08, 129.69, -1.604, 25.02, 25.02
7.07, 129.44, -1.604, 25.02, 25.02
7.07, 129.19, -1.604, 25.02, 25.02
7.06, 128.94, -1.604, 25.02, 25.02
7.05, 128.69, -1.604, 25.02, 25.02
7.04, 128.44, -1.604, 25.02, 25.02
7.03, 128.19, -1.604, 25.02, 25.02
7.02, 127.94, -1.604, 25.02, 25.02
7.02, 127.69, -1.604, 25.02, 25.02
7.01, 127.44, -1.604, 25.02, 25.02
7.00, 127.19, -1.604, 25.02, 25.02
6.99, 126.94, -1.604, 25.02, 25.02
6.98, 126.69, -1.604, 25.02, 25.02
6.97, 126.44, -1.604, 25.02, 25.02
6.97, 126.19, -1.604, 25.02, 25.02
6.96, 125.94, -1.604, 25.02, 25.02
6.95, 125.69, -1.604, 25.02, 25.02
6.94, 125.44, -1.604, 25.02, 25.02
6.93, 125.19, -1.604, 25.02, 25.02
6.92, 124.94, -1.604, 25.02, 25.02
6.92, 124.69, -1.604, 25.02, 25.02
6.91, 124.44, -1.604, 25.02, 25.02
6.90, 124.19, -1.604, 25.02, 25.02
6.89, 123.94, -1.604, 25.02, 25.02
6.88, 123.69, -1.604, 25.02, 25.02
6.87, 123.44, -1.604, 25.02, 25.02
6.87, 123.19, -1.604, 25.02, 25.02
6.86, 122.94, -1.604, 25.02, 25.02
6.85, 122.69, -1.604, 25.02, 25.02
6.84, 122.44, -1.604, 25.02, 25.02
6.83, 122.19, -1.604, 25.02, 25.02
6.82, 121.94, -1.604, 25.02, 25.02
6.82, 121.69, -1.604, 25.02, 25.02
6.81, 121.44, -1.604, 25.02, 25.02
6.80, 121.19, -1.604, 25.02, 25.02
6.79, 120.94, -1.604, 25.02, 25.02
6.78, 120.69, -1.604, 25.02, 25.02
6.77, 120.44, -1.604, 25.02, 25.02
6.77, 120.19, -1.604, 25.02, 25.02
6.76, 119.94, -1.604, 25.02, 25.02
6.75, 119.69, -1.604, 25.02, 25.02
6.74, 119.44, -1.604, 25.02, 25.02
6.73, 119.19, -1.604, 25.02, 25.02
6.72, 118.94, -1.604, 25.02, 25.02
6.72, 118.69, -1.604, 25.02, 25.02
6.71, 118.44, -1.604, 25.02, 25.02
6.70, 118.19, -1.604, 25.02, 25.02
6.69, 117.94, -1.604, 25.02, 25.02
6.68, 117.69, -1.604, 25.02, 25.02
6.67, 117.44, -1.604, 25.02, 25.02
6.67, 117.19, -1.604, 25.02, 25.02
6.66, 116.94, -1.604, 25.02, 25.02
6.65, 116.69, -1.604, 25.02, 25.02
6.64, 116.44, -1.604, 25.02, 25.02
6.63, 116.19, -1.604, 25.02, 25.02
6.62, 115.94, -1.604, 25.02, 25.02
6.62, 115.69, -1.604, 25.02, 25.02
6.61, 115.44, -1.604, 25.02, 25.02
6.60, 115.19, -1.604, 25.02, 25.02
6.59, 114.94, -1.604, 25.02, 25.02
6.58, 114.69, -1.604, 25.02, 25.02
6.57, 114.44, -1.604, 25.02, 25.02
6.57, 114.19, -1.604, 25.02, 25.02
6.56, 113.94, -1.604, 25.02, 25.02
6.55, 113.69, -1.604, 25.02, 25.02
6.54, 113.44, -1.604, 25.02, 25.02
6.53, 113.18, -1.604, 25.02, 25.02
6.52, 112.93, -1.604, 25.02, 25.02
6.51, 112.68, -1.604, 25.02, 25.02
6.51, 112.43, -1.604, 25.02, 25.02
6.50, 112.18, -1.604, 25.02, 25.02
6.49, 111.93, -1.604, 25.02, 25.02
6.48, 111.68, -1.604, 25.02, 25.02
6.47, 111.43, -1.604, 25.02, 25.02
6.46, 111.18, -1.604, 25.02, 25.02
6.46, 110.93, -1.604, 25.02, 25.02
6.45, 110.68, -1.604, 25.02, 25.02
6.44, 110.43, -1.604, 25.02, 25.02
6.43, 110.18, -1.604, 25.02, 25.02
6.42, 109.93, -1.604, 25.02, 25.02
6.41, 109.68, -1.604, 25.02, 25.02
6.41, 109.43, -1.604, 25.02, 25.02
6.40, 109.18, -1.604, 25.02, 25.02
6.39, 108.93, -1.604, 25.02, 25.02
6.38, 108.68, -1.604, 25.02, 25.02
6.37, 108.43, -1.604, 25.02, 25.02
6.36, 108.18, -1.604, 25.02, 25.02
6.36, 107.93, -1.604, 25.02, 25.02
6.35, 107.68, -1.604, 25.02, 25.02
6.34, 107.43, -1.604, 25.02, 25.02
6.33, 107.18, -1.604, 25.02, 25.02
6.32, 106.93, -1.604, 25.02, 25.02
6.31, 106.68, -1.604, 25.02, 25.02
6.31, 106.43, -1.604, 25.02, 25.02
6.30, 106.18, -1.604, 25.02, 25.02
6.29, 105.93, -1.604, 25.02, 25.02
6.28, 105.68, -1.604, 25.02, 25.02
6.27, 105.43, -1.604, 25.02, 25.02
6.26, 105.18, -1.604, 25.02, 25.02
6.26, 104.93, -1.604, 25.02, 25.02
6.25, 104.68, -1.604, 25.02, 25.02
6.24, 104.43, -1.604, 25.02, 25.02
6.23, 104.18, -1.604, 25.02, 25.02
6.22, 103.93, -1.604, 25.02, 25.02
6.21, 103.68, -1.604, 25.02, 25.02
6.21, 103.43, -1.604, 25.02, 25.02
6.20, 103.18, -1.604, 25.02, 25.02
6.19, 102.93, -1.604, 25.02, 25.02
6.18, 102.68, -1.604, 25.02, 25.02
6.17, 102.43, -1.604, 25.02, 25.02
6.16, 102.18, -1.604, 25.02, 25.02
6.16, 101.93, -1.604, 25.02, 25.02
6.15, 101.68, -1.604, 25.02, 25.02
6.14, 101.43, -1.604, 25.02, 25.02
6.13, 101.18, -1.604, 25.02, 25.02
6.12, 100.93, -1.604, 25.02, 25.02
6.11, 100.68, -1.604, 25.02, 25.02
6.11, 100.43, -1.604, 25.02, 25.02
6.10, 100.18, -1.604, 25.02, 25.02
6.09, 99.93, -1.604, 25.02, 25.02
6.08, 99.68, -1.604, 25.02, 25.02
6.07, 99.43, -1.604, 25.02, 25.02
6.06, 99.18, -1.604, 25.02, 25.02
6.06, 98.93, -1.604, 25.02, 25.02
6.05, 98.68, -1.604, 25.02, 25.02
6.04, 98.43, -1.604, 25.02, 25.02
6.03, 98.18, -1.604, 25.02, 25.02
6.02, 97.93, -1.604, 25.02, 25.02
6.01, 97.68, -1.604, 25.02, 25.02
6.01, 97.43, -1.604, 25.02, 25.02
6.00, 97.18, -1.604, 25.02, 25.02
5.99, 96.93, -1.604, 25.02, 25.02
5.98, 96.68, -1.604, 25.02, 25.02
5.97, 96.43, -1.604, 25.02, 25.02
5.96, 96.18, -1.604, 25.02, 25.02
5.96, 95.93, -1.604, 25.02, 25.02
5.95, 95.68, -1.604, 25.02, 25.02
5.94, 95.43, -1.604, 25.02, 25.02
5.93, 95.18, -1.604, 25.02, 25.02
5.92, 94.93, -1.604, 25.02, 25.02
5.91, 94.68, -1.604, 25.02, 25.02
5.91, 94.43, -1.604, 25.02, 25.02
5.90, 94.18, -1.604, 25.02, 25.02
5.89, 93.93, -1.604, 25.02, 25.02
5.88, 93.68, -1.604, 25.02, 25.02
5.87, 93.43, -1.604, 25.02, 25.02
5.86, 93.18, -1.604, 25.02, 25.02
5.86, 92.93, -1.604, 25.02, 25.02
5.85, 92.68, -1.604, 25.02, 25.02
5.84, 92.43, -1.604, 25.02, 25.02
5.83, 92.18, -1.604, 25.02, 25.02
5.82, 91.93, -1.604, 25.02, 25.02
5.81, 91.68, -1.604, 25.02, 25.02
5.80, 91.43, -1.604, 25.02, 25.02
5.80, 91.18, -1.604, 25.02, 25.02
5.79, 90.93, -1.604, 25.02, 25.02
5.78, 90.68, -1.604, 25.02, 25.02
5.77, 90.43, -1.604, 25.02, 25.02
5.76, 90.18, -1.604, 25.02, 25.02
5.75, 89.93, -1.604, 25.02, 25.02
5.75, 89.68, -1.604, 25.02, 25.02
5.74, 89.42, -1.604, 25.02, 25.02
5.73, 89.17, -1.604, 25.02, 25.02
5.72, 88.92, -1.604, 25.02, 25.02
5.71, 88.67, -1.604, 25.02, 25.02
5.70, 88.42, -1.604, 25.02, 25.02
5.70, 88.17, -1.604, 25.02, 25.02
5.69, 87.92, -1.604, 25.02, 25.02
5.68, 87.67, -1.604, 25.02, 25.02
5.67, 87.42, -1.604, 25.02, 25.02
5.66, 87.17, -1.604, 25.02, 25.02
5.65, 86.92, -1.604, 25.02, 25.02
5.65, 86.67, -1.604, 25.02, 25.02
5.64, 86.42, -1.604, 25.02, 25.02
5.63, 86.17, -1.604, 25.02, 25.02
5.62, 85.92, -1.604, 25.02, 25.02
5.61, 85.67, -1.604, 25.02, 25.02
5.60, 85.42, -1.604, 25.02, 25.02
5.60, 85.17, -1.604, 25.02, 25.02
5.59, 84.92, -1.604, 25.02, 25.02
5.58, 84.67, -1.604, 25.02, 25.02
5.57, 84.42, -1.604, 25.02, 25.02
5.56, 84.17, -1.604, 25.02, 25.02
5.55, 83.92, -1.604, 25.02, 25.02
5.55, 83.67, -1.604, 25.02, 25.02
5.54, 83.42, -1.604, 25.02, 25.02
5.53, 83.17, -1.604, 25.02, 25.02
5.52, 82.92, -1.604, 25.02, 25.02
5.51, 82.67, -1.604, 25.02, 25.02
5.50, 82.42, -1.604, 25.02, 25.02
5.50, 82.17, -1.604, 25.02, 25.02
5.49, 81.92, -1.604, 25.02, 25.02
5.48, 81.67, -1.604, 25.02, 25.02
5.47, 81.42, -1.604, 25.02, 25.02
5.46, 81.17, -1.604, 25.02, 25.02
5.45, 80.92, -1.604, 25.02, 25.02
5.45, 80.67, -1.604, 25.02, 25.02
5.44, 80.42, -1.604, 25.02, 25.02
5.43, 80.17, -1.604, 25.02, 25.02
5.42, 79.92, -1.604, 25.02, 25.02
5.41, 79.67, -1.604, 25.02, 25.02
5.40, 79.42, -1.604, 25.02, 25.02
5.40, 79.17, -1.604, 25.02, 25.02
5.39, 78.92, -1.604, 25.02, 25.02
5.38, 78.67, -1.604, 25.02, 25.02
5.37, 78.42, -1.604, 25.02, 25.02
5.36, 78.17, -1.604, 25.02, 25.02
5.35, 77.92, -1.604, 25.02, 25.02
5.35, 77.67, -1.604, 25.02, 25.02
5.34, 77.42, -1.604, 25.02, 25.02
5.33, 77.17, -1.604, 25.02, 25.02
5.32, 76.92, -1.604, 25.02, 25.02
5.31, 76.67, -1.604, 25.02, 25.02
